ID;Year_of_Birth;Highest_Qualification;Marital_Status;Income;Kids_home;Teen_home;AcceptedCmp3;AcceptedCmp4;AcceptedCmp5;AcceptedCmp1;AcceptedCmp2;Complains;No._WebPurchases;No._CatalogPurchases;No._StorePurchases;Revenue
7286;1968;Graduation;Together;41728;1;0;0;0;0;0;0;0;2;0;2;55
7244;1951;Graduation;Single;;2;1;0;0;0;0;0;0;2;1;4;124
6566;1954;PhD;Married;72550;1;1;0;0;0;0;0;0;5;2;12;1319
8614;1957;Graduation;Widow;65486;0;1;0;0;0;0;0;0;4;2;10;507
4114;1964;Master;Married;79143;0;0;0;0;0;0;0;0;6;9;13;1693
1331;1977;Graduation;Single;35790;1;0;0;0;0;0;0;0;2;0;3;72
2225;1977;Graduation;Divorced;82582;0;0;1;0;0;1;0;0;4;9;7;1617
9381;1978;Graduation;Married;66373;1;1;0;0;0;0;0;0;4;2;10;606
6260;1955;Master;Together;82384;0;0;0;0;1;0;0;0;3;10;13;1957
10383;1966;Graduation;Divorced;70287;0;0;0;0;0;0;0;0;5;5;10;1093
7437;1988;Graduation;Single;27938;1;0;0;0;0;0;0;0;1;0;4;29
8557;1982;Graduation;Single;;1;0;0;0;0;0;0;0;2;0;3;46
8375;1968;PhD;Married;55954;0;1;0;0;0;0;0;0;8;2;6;518
6853;1982;Master;Single;75777;0;0;0;1;1;0;0;0;3;6;11;1438
3076;1975;Graduation;Together;66653;1;1;0;0;0;0;0;0;4;2;12;612
1012;1952;Graduation;Single;61823;0;1;0;0;0;0;0;0;8;2;10;884
6518;1951;PhD;Widow;67680;0;1;0;0;0;0;0;0;7;3;8;606
4137;1948;Graduation;Together;70666;0;0;0;0;0;0;0;0;7;4;4;1076
8082;1971;Graduation;Married;25721;1;0;0;0;0;0;0;0;1;1;2;34
1386;1967;Graduation;Together;32474;1;1;0;0;0;0;0;0;1;0;2;11
9369;1979;2n Cycle;Single;88194;0;1;1;0;0;1;0;0;11;10;10;1274
4477;1958;Graduation;Together;69096;0;1;0;0;0;0;0;0;5;2;10;653
1357;1970;Graduation;Together;74854;1;2;0;0;0;0;0;0;2;5;5;1562
1402;1954;Master;Married;66991;0;0;0;0;0;0;0;0;4;8;6;1253
10629;1973;2n Cycle;Married;;1;0;0;0;0;0;0;0;3;0;3;109
6312;1959;Graduation;Married;65031;0;1;0;0;0;0;0;0;10;3;13;863
8132;1975;PhD;Married;60631;1;1;0;1;0;0;0;0;9;2;8;661
1050;1952;Graduation;Married;28332;0;0;0;0;0;0;0;0;2;1;4;65
5846;1977;Graduation;Divorced;40246;1;0;0;0;0;0;0;0;1;0;2;13
1859;1972;Master;Married;75251;0;0;0;0;0;0;0;0;7;6;5;1890
7503;1976;Graduation;Single;75825;0;0;1;0;0;0;0;0;5;8;9;2209
10401;1976;2n Cycle;Together;26326;0;0;0;0;0;0;0;1;0;0;3;18
1618;1965;Graduation;Together;56046;0;0;1;0;0;0;0;0;10;1;8;692
3332;1985;Graduation;Single;29760;1;0;0;0;0;0;0;0;3;1;4;165
2261;1969;Graduation;Married;26304;1;0;0;0;0;0;0;0;1;0;2;16
5346;1973;2n Cycle;Married;23559;1;0;0;0;0;0;0;0;3;0;3;79
4119;1963;Master;Together;38620;0;0;0;0;0;0;0;0;2;5;3;318
535;1987;Graduation;Divorced;81361;0;0;0;0;0;0;0;0;3;10;13;778
5268;1960;Graduation;Married;29440;1;1;0;0;0;0;0;0;1;0;4;56
273;1970;Master;Married;36138;1;1;0;1;0;0;0;0;3;1;4;151
4452;1957;Graduation;Single;50388;0;1;0;1;0;1;0;0;6;1;6;372
8504;1973;Graduation;Married;79593;0;0;0;0;1;0;0;0;5;6;7;1366
771;1967;Graduation;Together;54178;0;1;0;0;0;0;0;0;2;2;5;194
8996;1957;PhD;Married;;2;1;0;0;0;0;0;0;7;2;8;603
9235;1957;Graduation;Single;;1;1;0;0;0;0;0;0;1;0;2;18
5798;1973;Master;Together;;0;0;0;0;0;0;0;0;2;4;8;985
11178;1972;Master;Single;42394;1;0;0;0;0;0;0;0;1;0;3;32
2230;1970;PhD;Married;23626;1;0;0;0;0;0;0;0;3;1;3;43
7516;1983;Graduation;Married;30096;1;0;0;0;0;0;0;0;2;0;3;45
7247;1960;Graduation;Widow;47916;0;1;0;1;0;0;0;0;7;4;6;606
11100;1972;Graduation;Divorced;51813;1;1;0;0;0;0;0;0;2;0;3;63
4646;1951;2n Cycle;Married;78497;0;0;0;0;0;1;0;0;5;7;12;978
3037;1983;PhD;Married;50150;0;0;0;0;0;0;0;0;5;2;7;410
1473;1960;2n Cycle;Single;47823;0;1;0;0;0;0;0;0;2;0;3;72
1016;1959;PhD;Single;34554;0;1;0;0;0;0;0;0;2;0;3;55
4518;1979;Graduation;Together;85693;0;1;0;0;0;0;0;0;9;5;11;1169
9370;1945;PhD;Married;65846;0;0;0;0;0;0;0;0;6;3;6;1120
8908;1959;Graduation;Married;87195;0;0;0;0;0;0;0;0;3;11;5;1097
8373;1979;Basic;Together;24594;1;0;0;0;0;0;0;0;1;0;3;29
7533;1964;Graduation;Married;49096;1;1;0;0;0;0;0;0;4;1;4;187
2683;1969;Graduation;Married;52413;0;2;0;0;0;0;0;0;6;4;12;910
3629;1978;Graduation;Single;38557;1;0;0;0;0;0;0;0;3;1;3;145
10991;1960;Master;Married;89058;0;0;0;0;0;0;0;0;5;4;4;850
5077;1979;Graduation;Together;77298;0;1;0;0;0;0;0;0;6;6;11;969
7431;1991;PhD;Single;68126;0;0;0;1;0;0;0;0;7;4;5;1820
3267;1963;Master;Together;57288;0;1;0;1;0;0;0;0;8;1;8;608
999;1991;Graduation;Single;86037;0;0;0;1;1;0;0;0;6;7;11;730
9215;1980;PhD;Married;43974;1;0;0;0;0;0;0;0;6;4;6;551
2286;1962;Graduation;Single;50785;1;1;0;0;0;0;0;0;2;1;3;114
1592;1970;Graduation;Married;90765;0;0;0;0;1;1;0;0;4;6;5;1724
367;1978;2n Cycle;Married;36550;1;0;0;0;0;0;0;0;9;1;5;577
5234;1967;2n Cycle;Together;30753;1;1;0;0;0;0;0;0;1;1;3;81
9862;1969;Graduation;Together;21918;1;0;0;0;0;0;0;0;2;0;3;33
9805;1953;Master;Together;56129;0;1;0;0;0;0;0;0;6;2;10;660
6205;1967;Master;Single;32557;1;0;0;0;0;0;0;0;2;1;3;80
8442;1985;Master;Married;19510;2;0;0;0;0;0;0;0;1;0;3;30
7386;1976;Graduation;Divorced;30992;1;0;0;0;0;0;0;0;1;0;3;43
7215;1983;Graduation;Single;101970;0;0;0;1;1;1;0;0;6;8;13;1135
1491;1965;2n Cycle;Together;71488;0;0;0;0;0;0;0;0;3;4;7;559
11071;1984;Graduation;Single;79607;0;0;0;0;0;0;0;0;3;6;6;1923
3381;1953;Master;Married;54348;1;1;0;0;0;0;0;0;2;0;4;90
8268;1961;PhD;Married;;0;1;0;0;0;0;0;0;6;1;7;404
11051;1956;PhD;Together;77376;1;1;0;0;0;0;0;0;6;3;10;661
8026;1952;Graduation;Married;62998;0;1;0;0;0;0;0;0;5;4;5;463
433;1958;Master;Alone;61331;1;1;0;0;0;0;0;0;11;1;6;632
9597;1969;Graduation;Married;73448;0;0;0;0;0;0;0;0;7;2;9;725
1295;1963;Graduation;Married;;0;1;0;0;0;0;0;0;6;5;7;725
5290;1964;PhD;Married;41551;1;1;0;0;0;0;0;0;5;1;5;279
1685;1967;PhD;Together;62981;0;0;0;1;0;0;0;0;4;5;13;1482
5342;1976;Basic;Divorced;9548;1;0;0;0;0;0;0;0;1;0;3;29
9579;1959;PhD;Married;33762;2;1;0;0;0;0;0;0;2;2;2;106
7660;1973;PhD;Alone;35860;1;1;1;0;0;0;0;0;1;1;2;49
1461;1965;PhD;Divorced;36921;1;1;0;0;0;0;0;0;2;0;3;38
821;1992;Master;Single;92859;0;0;0;0;0;0;0;0;5;4;12;2077
11084;1976;Master;Together;65104;0;1;0;0;0;0;0;0;3;5;7;1053
8690;1962;Graduation;Married;86111;0;0;0;0;0;0;0;0;5;7;10;1385
2937;1974;PhD;Single;68352;0;1;0;0;0;0;0;0;8;5;9;871
9701;1988;Graduation;Together;41883;1;0;0;0;0;0;0;0;4;2;3;312
9949;1976;Graduation;Married;59809;0;2;0;0;0;0;0;0;3;3;6;877
10837;1975;Graduation;Married;23957;1;0;0;0;0;0;0;0;2;0;3;68
3120;1981;Graduation;Together;38547;1;0;0;0;0;0;0;1;1;0;2;22
5885;1973;2n Cycle;Married;35688;2;1;0;0;0;0;0;0;4;1;4;211
4050;1966;Master;Married;49605;0;0;0;0;0;0;0;0;2;1;4;127
3830;1953;Master;Married;59354;0;2;0;0;0;0;0;0;4;4;7;459
7987;1969;Graduation;Married;65747;0;1;0;1;0;0;0;0;8;1;6;460
7798;1972;2n Cycle;Together;46344;0;1;0;0;0;0;0;0;7;1;5;429
92;1988;Graduation;Alone;34176;1;0;0;0;0;0;0;0;3;0;4;89
7055;1952;PhD;Together;61010;0;1;0;0;0;0;0;0;8;5;11;1021
10240;1949;Graduation;Together;69372;0;0;0;1;1;0;0;0;10;4;6;1381
3025;1958;Graduation;Single;49967;0;1;0;0;0;0;0;0;6;1;5;306
9283;1978;Graduation;Single;60199;1;2;0;0;0;0;0;0;0;0;3;18
9970;1977;Graduation;Together;55375;0;1;0;0;0;0;0;0;1;1;6;162
2730;1955;Graduation;Single;80317;0;0;0;0;0;0;0;0;3;4;10;1231
2795;1958;Master;Single;30523;2;1;0;0;0;0;0;0;1;0;2;13
9260;1945;PhD;Married;70356;0;0;0;0;0;0;0;0;10;6;9;1706
8182;1984;Graduation;Married;23228;1;0;0;0;0;0;0;0;3;0;4;121
10095;1975;PhD;Divorced;74165;0;0;0;0;0;0;0;0;5;4;10;1293
8475;1973;PhD;Married;157243;0;1;0;0;0;0;0;0;0;22;0;1608
4370;1966;Graduation;Together;43482;2;1;0;0;0;0;0;0;2;0;4;88
10573;1953;Graduation;Divorced;62551;0;0;1;0;0;0;0;0;6;7;4;421
3712;1959;Graduation;Divorced;52332;0;0;0;1;0;0;0;0;3;2;6;259
6637;1988;Graduation;Single;66951;0;0;0;0;0;0;0;0;3;4;7;1117
3152;1957;Graduation;Together;26091;1;1;0;0;0;0;0;0;2;1;3;89
5610;1965;Graduation;Together;33456;1;1;0;0;0;0;0;0;1;0;3;36
6460;1982;Graduation;Married;28718;1;0;0;0;0;0;0;0;2;0;3;57
1349;1970;Graduation;Married;50447;2;0;0;0;0;0;0;0;3;1;3;148
1880;1959;PhD;Together;53537;1;1;0;0;0;0;0;0;2;1;3;93
641;1967;Graduation;Single;52074;0;1;1;0;0;0;0;0;2;2;2;119
8717;1975;PhD;Married;80427;0;1;0;0;0;0;0;0;11;8;8;1835
10314;1948;PhD;Married;83837;0;0;0;1;0;1;0;0;9;10;5;1318
10854;1970;PhD;Married;38853;1;1;0;0;0;0;0;0;2;0;3;45
10492;1959;Graduation;Together;38285;2;1;0;0;0;0;0;0;0;0;3;10
6935;1951;2n Cycle;Married;78497;0;0;0;0;0;1;0;0;5;7;12;978
7698;1976;PhD;Married;51650;0;1;0;0;0;0;0;0;4;1;4;191
3559;1988;2n Cycle;Married;16248;1;0;0;0;0;0;0;0;2;1;3;57
10562;1946;Master;Married;66835;0;0;0;0;0;0;0;0;6;4;13;1033
10796;1984;Master;Married;30477;1;0;0;0;0;0;0;0;1;1;3;66
2563;1961;Basic;Married;28249;0;0;0;0;0;0;0;0;2;0;3;43
3518;1983;Graduation;Married;25271;1;0;0;0;0;0;0;0;1;1;2;50
5823;1970;PhD;Single;32303;0;1;0;0;0;0;0;0;1;0;4;39
3934;1966;Graduation;Married;61286;0;1;0;0;0;0;0;0;7;1;8;608
6982;1976;Graduation;Married;74068;0;0;0;0;0;0;0;0;4;10;9;1581
6431;1964;PhD;Married;45759;1;1;0;0;0;0;0;0;2;0;3;68
9733;1978;Basic;Together;24882;1;0;1;0;0;0;0;0;1;1;2;80
5602;1989;PhD;Together;66973;0;0;0;0;0;0;0;0;8;7;12;1282
7829;1900;2n Cycle;Divorced;36640;1;0;0;0;0;0;0;1;2;1;2;65
1324;1988;Graduation;Married;38872;1;0;0;0;0;0;0;0;3;0;3;91
326;1973;Graduation;Married;51148;1;1;0;0;0;0;0;0;5;1;6;315
7224;1977;Graduation;Married;31353;1;1;0;0;0;0;0;0;1;1;2;31
6999;1980;Master;Married;69661;0;0;0;0;0;0;0;0;7;3;12;834
9938;1954;Graduation;Married;80067;0;0;0;0;1;0;0;0;4;6;6;1600
6422;1954;Graduation;Married;86718;0;0;0;0;0;0;0;0;5;6;5;1270
3182;1973;PhD;Single;46854;1;1;1;0;0;0;0;0;5;1;3;263
7300;1952;Graduation;Divorced;69142;0;1;0;1;0;0;0;0;8;1;7;535
10424;1968;Graduation;Single;75922;0;0;0;0;0;0;0;0;4;4;9;1295
8727;1978;Graduation;Divorced;63693;0;1;0;0;0;0;0;0;11;6;9;1150
2798;1977;PhD;Together;102160;0;0;0;1;1;1;0;0;7;9;10;1240
1030;1965;PhD;Single;40637;1;1;0;0;0;0;0;0;1;0;3;38
624;1984;Master;Single;18890;0;0;1;0;0;0;0;0;0;1;2;35
5176;1988;Graduation;Together;29604;1;0;1;0;0;0;0;0;1;0;3;53
5552;1963;Master;Divorced;48721;1;1;0;0;0;0;0;0;4;2;5;293
868;1966;Graduation;Married;44794;0;1;0;0;0;0;0;0;2;0;3;65
380;1954;Graduation;Divorced;64497;0;1;1;0;0;0;0;0;11;4;9;1804
2677;1956;Graduation;Together;46097;0;1;0;0;0;0;0;0;3;1;6;241
6521;1954;Graduation;Together;77972;0;0;0;0;0;0;0;0;4;6;9;1101
6927;1968;PhD;Married;44377;1;1;0;0;0;0;0;0;5;1;5;264
2877;1974;Master;Together;46014;1;1;0;0;0;0;0;0;7;1;8;541
0;1985;Graduation;Married;70951;0;0;0;0;0;0;0;0;3;4;9;1198
1584;1977;Graduation;Married;41443;1;0;0;0;0;0;0;0;8;1;5;482
7264;1978;2n Cycle;Single;52195;2;1;0;0;0;0;0;0;1;0;2;17
6274;1948;Master;Married;83790;0;0;0;1;1;0;0;0;8;10;6;1615
1377;1954;Master;Widow;44551;0;1;0;0;0;0;0;0;4;1;5;285
454;1980;Graduation;Together;69508;1;0;0;0;0;0;0;0;11;4;11;1135
1755;1988;2n Cycle;Together;45204;1;0;0;0;0;0;0;0;1;1;4;114
2075;1969;Graduation;Married;72460;0;0;0;0;0;0;0;0;3;5;7;1047
4785;1970;PhD;Together;77622;0;2;0;0;0;0;0;0;6;3;11;714
9076;1980;PhD;Married;30732;1;0;0;0;0;0;0;0;4;1;4;185
7079;1962;Graduation;Divorced;63887;0;1;0;0;0;0;0;0;9;6;12;1245
4653;1978;Graduation;Together;42011;1;0;0;0;0;0;0;0;3;1;4;189
7375;1976;Graduation;Together;51369;0;1;0;0;0;0;0;0;8;2;4;576
709;1952;Graduation;Divorced;51537;0;1;0;0;0;0;0;0;2;2;11;1103
460;1972;PhD;Married;79930;0;0;0;0;0;0;0;0;3;5;8;1753
3726;1986;PhD;Together;34320;1;0;0;0;0;0;0;0;1;0;2;17
6798;1966;Graduation;Single;37070;1;1;0;0;0;0;0;0;5;1;8;433
5341;1962;2n Cycle;Divorced;81975;0;1;0;0;1;0;0;0;6;3;4;1588
1606;1971;Graduation;Together;38590;1;0;0;0;0;0;0;0;1;0;2;22
9617;1951;Graduation;Single;15033;0;0;0;0;0;0;0;0;1;0;3;19
3233;1965;PhD;Married;62745;0;1;0;0;0;0;0;0;7;8;11;1117
89;1975;2n Cycle;Married;22212;1;0;0;0;0;0;0;0;2;0;4;69
2936;1982;Master;Together;23661;1;0;0;0;0;0;0;0;1;0;3;23
9449;1958;PhD;Single;79761;0;1;0;0;0;0;0;0;5;2;11;605
7297;1973;Graduation;Single;7500;1;0;0;0;0;0;0;0;3;1;3;57
11004;1893;2n Cycle;Single;60182;0;1;0;0;0;0;0;0;1;0;2;22
313;1968;Graduation;Widow;73455;0;0;0;1;0;0;0;0;6;5;10;2088
9940;1958;Graduation;Together;64961;0;1;0;0;0;0;0;0;6;4;4;1009
10735;1971;Graduation;Single;22804;1;0;0;0;0;0;0;0;2;0;2;26
9529;1990;Graduation;Married;73687;0;0;0;0;0;1;0;0;3;9;9;1627
6439;1958;Graduation;Married;61074;0;1;0;0;0;0;0;0;11;5;8;1102
7411;1964;PhD;Married;31686;1;1;0;0;0;0;0;0;1;0;3;17
2176;1972;Graduation;Married;80134;1;0;0;1;1;1;0;0;5;3;6;1690
9265;1953;Graduation;Married;75027;0;1;0;0;0;0;0;0;9;4;6;1390
8867;1988;PhD;Married;67546;0;0;0;0;0;0;0;0;4;10;5;2126
8932;1969;Master;Together;65176;0;1;0;0;0;0;0;0;9;6;6;1531
10236;1975;Master;Single;31160;1;0;0;0;0;0;0;0;2;0;3;64
6340;1985;Graduation;Single;29938;1;0;0;0;0;0;0;0;1;0;3;26
10089;1974;Graduation;Divorced;102692;0;0;0;1;1;1;1;0;6;9;13;1112
2227;1958;2n Cycle;Together;26490;0;0;0;0;0;0;0;0;3;1;5;210
10992;1967;Graduation;Together;75702;1;1;0;0;0;0;0;0;4;6;11;1148
5304;1974;PhD;Single;30899;1;0;0;0;0;0;0;0;1;0;3;33
309;1961;PhD;Together;63342;0;1;0;1;0;0;0;0;8;3;5;1101
3406;1964;Graduation;Single;45989;0;1;0;0;0;0;0;0;3;2;7;322
2661;1964;Graduation;Single;18701;1;1;0;0;0;0;0;0;2;0;4;44
3153;1957;PhD;Single;40737;2;1;0;0;0;0;0;0;1;0;2;17
10264;1979;Graduation;Divorced;15287;1;0;1;0;0;0;0;0;1;1;2;31
1184;1968;PhD;Divorced;69674;0;2;0;0;0;0;0;0;10;2;10;845
4200;1970;Master;Married;44159;1;0;0;0;0;0;0;0;4;1;6;275
9396;1978;PhD;Married;37717;1;0;0;0;0;0;0;0;1;0;2;25
2387;1952;Master;Together;43776;1;1;0;0;0;0;0;0;5;2;4;275
6690;1966;Master;Married;38179;1;1;0;0;0;0;0;0;3;1;3;90
1225;1963;Graduation;Married;80124;0;0;1;0;0;0;0;0;3;7;8;1495
9703;1970;PhD;Married;38097;1;1;1;0;0;0;0;0;3;2;2;184
291;1970;Graduation;Married;72940;0;0;0;0;0;0;0;0;3;3;6;981
4557;1970;Graduation;Together;22070;1;0;0;0;0;0;0;0;2;2;2;67
2379;1953;Graduation;Single;69267;0;0;0;0;0;0;0;0;3;4;5;1635
5726;1983;Master;Single;31788;1;0;0;0;0;0;0;1;3;0;4;60
3066;1975;PhD;Together;61905;0;1;0;0;0;0;0;0;4;2;4;231
6336;1960;Graduation;Married;29315;1;1;0;0;0;0;0;0;2;0;4;48
10967;1963;Graduation;Divorced;33378;1;1;0;0;0;0;0;0;2;0;4;99
2304;1963;PhD;Together;66313;0;1;0;0;0;0;0;0;6;3;12;770
3445;1956;Graduation;Single;60714;0;0;0;0;0;0;0;0;7;4;10;957
7828;1981;Master;Together;77882;0;0;0;0;0;0;0;0;3;3;5;818
3762;1986;PhD;Single;69867;0;0;0;0;0;1;0;0;3;5;8;925
4391;1968;Master;Divorced;63841;0;1;0;0;0;0;0;0;9;3;9;908
4669;1981;Basic;Married;24480;1;0;0;0;0;0;0;0;3;0;4;102
10144;1976;Graduation;Together;51369;0;1;0;0;0;0;0;0;8;2;4;576
8652;1946;Graduation;Together;37760;0;0;0;0;0;0;0;0;4;1;6;317
1672;1974;PhD;Together;65640;0;1;0;0;0;0;0;0;5;1;8;461
8962;1975;Master;Married;44319;1;1;0;0;0;0;0;0;2;0;3;37
9974;1974;Graduation;Married;30631;1;0;0;0;0;0;0;0;3;1;2;70
10983;1952;Graduation;Together;75278;0;0;0;0;0;0;0;0;6;3;13;930
8148;1956;Master;Together;50898;1;1;0;0;0;0;0;0;6;2;12;859
10102;1966;Graduation;Widow;79946;0;0;0;0;0;0;0;0;5;11;5;1478
4697;1949;Master;Divorced;35416;0;0;0;0;0;0;0;0;7;1;5;390
9262;1984;2n Cycle;Together;32414;0;0;1;0;0;0;0;0;1;0;3;52
7254;1969;Graduation;Together;38361;1;0;0;0;0;0;0;0;3;1;3;137
4543;1980;Graduation;Married;82497;0;0;0;0;1;0;0;0;2;7;9;1919
4927;1971;Graduation;Together;16626;2;0;0;0;0;0;0;0;3;0;3;68
10451;1965;Graduation;Together;29672;1;1;0;0;0;0;0;0;0;0;3;25
2926;1952;Master;Together;55951;0;1;0;1;0;0;1;0;3;6;11;1374
2874;1988;2n Cycle;Divorced;35388;1;0;0;0;0;0;0;0;1;0;3;32
9738;1986;Master;Together;42386;1;0;0;0;0;0;0;0;3;0;3;100
7119;1982;Graduation;Single;68627;0;0;0;0;0;0;0;0;2;3;6;825
3924;1965;PhD;Divorced;57912;0;1;0;1;0;0;0;0;8;3;12;916
5827;1958;Graduation;Divorced;35246;1;1;0;0;0;0;0;0;3;1;3;62
5596;1956;2n Cycle;Together;58821;0;1;0;0;0;0;0;0;9;2;9;728
10812;1978;PhD;Married;46377;1;0;0;0;0;0;0;0;2;1;3;90
1717;1988;Graduation;Single;39747;1;0;0;0;0;0;0;0;5;1;4;273
9491;1984;Graduation;Together;23976;1;0;0;0;0;0;0;0;3;1;3;66
9274;1961;Master;Married;80950;0;0;0;0;0;1;0;0;6;7;9;1213
6609;1966;Graduation;Widow;27038;0;0;0;0;0;0;0;0;3;0;3;107
6963;1947;Graduation;Single;77457;0;0;0;0;1;0;0;0;2;5;10;1157
4440;1964;Master;Married;64100;0;1;0;1;0;0;0;0;8;3;6;546
1379;1992;Master;Together;42670;0;0;0;0;0;0;0;0;4;2;4;241
10032;1976;Graduation;Divorced;12571;1;0;0;0;0;0;0;0;3;1;3;53
2826;1967;Graduation;Married;22574;2;1;0;0;0;0;0;0;2;0;3;37
2437;1989;Graduation;Married;;0;0;0;1;0;1;0;0;6;5;12;1611
6320;1976;Master;Single;70893;0;0;0;0;0;0;0;0;6;6;10;1508
3050;1966;Graduation;Married;54198;1;1;0;0;0;0;0;0;3;1;6;235
231;1956;Master;Together;28839;1;1;0;0;0;0;0;0;2;0;3;32
2392;1972;Graduation;Married;40321;1;1;0;0;0;0;0;0;3;0;3;102
9478;1985;Graduation;Single;66503;1;0;0;0;0;0;0;0;4;3;6;401
113;1951;Graduation;Married;30833;1;1;0;0;0;0;0;0;1;0;3;28
2863;1970;Graduation;Single;;1;2;0;1;0;1;0;0;2;3;10;1052
1802;1971;Graduation;Married;64795;0;1;0;0;0;0;0;0;3;3;12;680
520;1974;Graduation;Married;34421;1;0;0;0;0;0;0;0;1;0;2;30
8275;1965;PhD;Divorced;47025;1;1;0;0;0;0;0;0;1;0;2;20
9750;1961;PhD;Divorced;64325;0;1;0;0;0;0;0;0;10;3;5;1307
2607;1953;Graduation;Single;40464;0;1;0;0;0;0;0;0;8;2;8;630
7214;1957;Graduation;Married;62187;0;0;0;0;0;0;0;0;4;8;5;1283
5835;1976;PhD;Divorced;14849;1;0;0;0;0;0;0;0;2;0;4;65
3896;1984;Graduation;Married;27255;1;0;0;0;0;0;0;0;1;0;3;37
10350;1950;PhD;Married;54432;2;1;0;0;0;0;0;0;1;0;3;38
7786;1986;PhD;Single;29999;1;0;0;0;0;0;0;0;3;1;4;160
2861;1983;Graduation;Single;24072;1;0;0;0;0;0;0;0;1;0;2;23
663;1989;PhD;Single;33996;0;0;0;0;0;0;0;0;1;1;3;71
10675;1956;PhD;Married;66334;0;1;0;0;0;0;0;0;9;3;5;1161
2521;1971;Master;Married;35178;1;0;1;0;0;0;0;0;1;1;2;59
9592;1983;Graduation;Together;22010;1;0;0;0;0;0;0;0;2;0;3;33
